beneficiary_profile_key;Sexo;Rango Edad;Grupo Etnico;Presenta Discapacidad;Zona Ubicacion Beneficiario;Tipo de Beneficiario;Pais Nacimiento
687;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;VANUATU
688;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS ENTRE 40 Y 59;UZBEKISTAN
689;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TIMOR ORIENTAL
690;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TIMOR ORIENTAL
691;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TOKELAU
692;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
693;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;VENEZUELA
694;I;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
695;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;ADULTOS ENTRE 40 Y 59;VENEZUELA
696;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;VENEZUELA
697;M;0-6 MESES;INDÍGENA;NO;SIN INFORMACIÓN;MENOR DE SEIS MESES;COLOMBIA
698;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;EL SALVADOR
699;H;6 - 8 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
700;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TANZANIA
701;M;14 - 17 AÑOS;INDÍGENA;NO;CABECERA;PERSONA GESTANTE;VENEZUELA
702;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TOGO
703;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;TIMOR ORIENTAL
704;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TIMOR ORIENTAL
705;M;0-6 MESES;INDÍGENA;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
706;M;0-6 MESES;INDÍGENA;NO;CABECERA;MENOR DE SEIS MESES;VENEZUELA
707;M;9 - 13 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
708;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
709;M;0-6 MESES;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
710;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
711;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ESPAÑA
712;M;14 - 17 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;PERSONA GESTANTE;VENEZUELA
713;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PERU
714;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
715;H;0-6 MESES;AFROCOLOMBIANO (A);NO;CABECERA;MENOR DE SEIS MESES;VENEZUELA
716;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
717;M;9 - 13 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;PERSONA GESTANTE;VENEZUELA
718;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CHILE
719;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
720;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
721;H;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTOS ENTRE 40 Y 59;COLOMBIA
722;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;ALBANIA
723;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;VENEZUELA
724;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTO MAYOR DE 60 AÑOS;VENEZUELA
725;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;JOVEN;VENEZUELA
726;M;6 MESES - 5 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
727;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
728;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;VENEZUELA
729;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;COLOMBIA
730;H;0-6 MESES;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
731;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
732;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;COLOMBIA
733;I;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS ENTRE 40 Y 59;VENEZUELA
734;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADULTOS ENTRE 40 Y 59;VENEZUELA
735;H;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTOS ENTRE 40 Y 59;VENEZUELA
736;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
737;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;AFGANISTAN
738;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;JOVEN;SIN INFORMACIÓN
739;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTO MAYOR DE 60 AÑOS;VENEZUELA
740;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;JOVEN;COLOMBIA
741;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
742;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;VIETNAM
743;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;COLOMBIA
744;H;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
745;H;6 - 8 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
746;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VIETNAM
747;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
748;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;COLOMBIA
749;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
750;I;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
751;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;VENEZUELA
752;H;6 MESES - 5 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
753;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VANUATU
754;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADOLESCENTE;VENEZUELA
755;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADULTOS ENTRE 40 Y 59;COLOMBIA
756;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADOLESCENTE;VENEZUELA
757;M;6 - 8 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;PERU
758;I;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
759;M;6 - 8 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
760;M;MAYOR A 18 AÑOS;INDÍGENA;SI;RESTO;ADULTOS ENTRE 40 Y 59;COLOMBIA
761;M;MAYOR A 18 AÑOS;INDÍGENA;SI;RESTO;JOVEN;VENEZUELA
762;H;14 - 17 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;VANUATU
763;I;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS ENTRE 40 Y 59;VENEZUELA
764;H;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
765;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
766;H;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
767;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
768;H;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
769;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
770;H;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTOS ENTRE 40 Y 59;COLOMBIA
771;H;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;JOVEN;COLOMBIA
772;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;JOVEN;VENEZUELA
773;H;6 - 8 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
774;M;6 - 8 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
775;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;VANUATU
776;I;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS ENTRE 40 Y 59;COLOMBIA
777;I;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;COLOMBIA
778;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;LIBANO
779;I;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
780;H;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
781;H;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VANUATU
782;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;TERRITORIO BRITANICO DEL OCEANO INDICO
783;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
784;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;COLOMBIA
785;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
786;H;6 - 8 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
787;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ESTADOS UNIDOS
788;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;JOVEN;COLOMBIA
789;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;REINO UNIDO
790;H;14 - 17 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
791;I;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
792;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
793;H;MAYOR A 18 AÑOS;INDÍGENA;SI;RESTO;ADULTOS ENTRE 40 Y 59;COLOMBIA
794;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;COLOMBIA
795;H;9 - 13 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;COLOMBIA
796;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;COLOMBIA
797;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
798;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTOS ENTRE 40 Y 59;COLOMBIA
799;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
800;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;TERRITORIO BRITANICO DEL OCEANO INDICO
801;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;PERSONA GESTANTE;VENEZUELA
802;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;RUSIA
803;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;VIETNAM
804;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;JOVEN;VENEZUELA
805;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TERRITORIOS AUSTRALES FRANCESES
806;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;TURKMENISTAN
807;I;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;VENEZUELA
808;I;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
809;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;JOVEN;COLOMBIA
810;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
811;H;6 - 8 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
812;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ARUBA
813;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;QATAR
814;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;UCRANIA
815;H;6 MESES - 5 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VIETNAM
816;I;6 MESES - 5 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
817;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;VANUATU
818;M;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VANUATU
819;M;0-6 MESES;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
820;M;14 - 17 AÑOS;INDÍGENA;SI;RESTO;ADOLESCENTE;COLOMBIA
821;M;9 - 13 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
822;H;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
823;H;MAYOR A 18 AÑOS;INDÍGENA;SI;RESTO;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
824;M;9 - 13 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
825;H;0-6 MESES;INDÍGENA;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
826;M;14 - 17 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADOLESCENTE;VENEZUELA
827;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADOLESCENTE;COLOMBIA
828;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTO MAYOR DE 60 AÑOS;VENEZUELA
829;I;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS ENTRE 40 Y 59;COLOMBIA
830;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;YEMEN
831;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;TANZANIA
832;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;UZBEKISTAN
833;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTO MAYOR DE 60 AÑOS;VENEZUELA
834;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
835;H;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTOS ENTRE 40 Y 59;VENEZUELA
836;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;VENEZUELA
837;M;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADULTOS ENTRE 40 Y 59;VENEZUELA
838;H;MAYOR A 18 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;JOVEN;VENEZUELA
839;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TOKELAU
840;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;TERRITORIOS AUSTRALES FRANCESES
841;M;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;TERRITORIO BRITANICO DEL OCEANO INDICO
842;M;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
843;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;UZBEKISTAN
844;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ALBANIA
845;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;ECUADOR
846;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;VANUATU
847;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
848;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
849;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
850;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;TAYIKISTAN
851;H;9 - 13 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
852;M;6 MESES - 5 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
853;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
854;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;VIETNAM
855;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;VENEZUELA
856;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
